age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost
51,14006.0,Bachelor,Urban,13.7,93.1,SUV,5.9,59.7,9.6,0.5,1,0.19,5.8,5.3,5.6,6.2,5.8,4.7,0,High,65.2,12.4
51,74163.0,Bachelor,Rural,32.7,199.2,Sedan,2.1,242.9,7.0,14.5,1,0.26,9.1,6.7,7.3,4.1,4.7,8.0,0,High,136.4,35.1
41,35067.0,Master,Suburban,16.9,85.0,Hatchback,12.7,167.5,1.0,14.7,0,0.27,3.6,7.6,4.5,8.9,5.8,3.5,0,Low,55.0,15.1
68,33343.0,High School,Urban,30.6,186.5,Hatchback,0.8,245.2,9.9,7.3,1,0.18,6.4,5.9,4.9,7.2,7.5,5.1,0,Medium,124.5,22.5
43,39518.0,High School,Urban,46.8,296.4,Sedan,6.7,409.3,7.8,5.5,1,0.21,8.3,5.8,7.9,5.5,3.7,8.7,0,High,212.9,44.4
48,34667.0,High School,Urban,5.0,27.8,Truck,6.7,-1.5,8.1,0.5,1,0.11,8.5,7.5,7.3,2.2,4.9,9.1,0,High,19.7,2.1
31,58709.0,Bachelor,Rural,16.2,102.7,Sedan,9.4,205.7,1.0,11.1,1,0.23,9.0,6.3,8.7,2.9,5.4,8.5,0,High,67.8,15.8
34,18842.0,Bachelor,Suburban,23.9,146.1,Sedan,2.8,150.7,5.9,9.1,1,0.24,6.2,9.6,4.3,6.8,3.7,4.1,0,Medium,148.6,35.8
49,23555.0,Bachelor,Rural,32.1,171.2,SUV,4.6,325.7,2.5,10.4,0,0.27,5.9,6.9,2.1,9.8,8.4,3.8,0,Low,156.5,41.9
38,28291.0,Master,Urban,54.3,425.8,SUV,3.9,461.2,9.5,10.0,1,0.1,6.1,6.1,3.2,8.5,5.9,4.8,0,Medium,291.5,27.9
25,52894.0,Master,Suburban,52.7,375.9,SUV,9.4,532.4,6.2,8.7,1,0.12,6.6,6.2,4.1,6.4,7.5,5.2,0,Low,271.1,33.3
35,48960.0,High School,Rural,24.5,164.8,Truck,1.0,192.6,3.4,14.8,0,0.27,8.1,5.4,6.1,2.6,1.2,7.4,1,High,157.3,42.8
63,51005.0,High School,Suburban,39.4,256.6,Hatchback,3.1,330.9,6.3,17.2,1,0.16,7.3,5.5,7.4,2.3,1.0,7.8,0,High,167.8,26.4
37,7357.0,PhD,Urban,38.7,294.4,SUV,2.6,293.4,7.2,3.4,1,0.28,6.9,5.6,5.0,6.5,3.9,6.4,1,High,223.7,62.3
31,29929.0,Master,Suburban,59.4,381.2,SUV,0.0,510.1,6.0,6.9,0,0.19,5.0,7.6,6.8,7.2,1.9,7.5,1,High,313.7,60.5
43,45460.0,Master,Urban,33.1,206.3,Hatchback,3.7,302.4,9.0,5.1,1,0.23,5.7,6.5,9.8,5.4,5.1,7.4,0,High,200.1,45.6
52,33430.0,Master,Suburban,41.9,279.1,Sedan,7.1,389.8,6.0,10.3,1,0.3,6.7,4.7,8.6,5.7,2.8,8.9,0,High,174.6,52.0
37,110559.0,High School,Suburban,37.9,299.0,Sedan,5.3,369.1,4.9,14.5,1,0.28,7.6,5.8,7.8,4.4,5.3,9.5,0,High,210.2,58.4
54,41005.0,PhD,Urban,48.1,297.6,Hatchback,4.1,370.7,8.5,1.2,0,0.29,6.9,7.6,8.9,4.3,6.2,7.9,0,High,284.6,82.8
63,20187.0,Master,Urban,61.2,410.5,SUV,2.7,468.9,6.2,0.5,1,0.24,7.7,5.2,6.6,4.6,6.0,7.6,1,High,375.7,90.1
43,54858.0,Bachelor,Suburban,47.9,328.0,SUV,3.8,346.8,7.0,13.2,1,0.33,7.4,6.6,7.4,2.7,4.5,5.9,0,High,254.1,83.1
61,24808.0,Bachelor,Urban,38.3,241.6,Sedan,9.0,279.8,6.9,0.8,1,0.28,8.8,6.2,6.4,3.2,6.7,8.2,0,High,230.0,64.1
40,53631.0,Bachelor,Rural,22.3,134.8,Hatchback,5.5,224.6,6.6,8.8,0,0.21,9.0,8.7,6.5,2.2,7.3,,1,High,115.4,24.5
49,46027.0,High School,Urban,17.6,103.6,Sedan,5.3,119.8,8.3,0.5,1,0.2,5.2,4.6,5.5,4.1,7.4,4.8,0,Medium,67.6,13.6
59,41695.0,Bachelor,Urban,55.0,381.0,Sedan,6.7,420.3,6.3,9.9,0,0.12,5.5,6.3,6.0,7.3,5.3,5.3,0,Low,365.4,44.3
24,22067.0,Bachelor,Urban,27.7,151.0,Hatchback,8.8,224.9,6.3,11.6,0,0.28,4.9,6.4,3.3,9.9,5.3,5.8,0,Low,149.2,42.4
40,26242.0,Bachelor,Rural,50.5,388.6,Truck,9.1,468.4,6.4,17.1,0,0.11,4.2,6.6,7.0,7.0,4.6,5.2,0,Low,388.4,42.3
61,103923.0,High School,Urban,33.6,171.6,Hatchback,5.2,270.1,6.2,2.9,1,0.19,6.2,8.2,9.2,2.4,5.2,7.0,1,High,170.9,32.7
46,47004.0,High School,Urban,14.3,71.7,SUV,7.2,143.9,5.7,1.2,1,0.3,6.2,3.0,9.2,5.3,7.5,7.2,0,High,60.0,18.2
64,33659.0,High School,Suburban,35.4,278.0,Hatchback,6.2,290.2,7.0,6.3,1,0.25,7.5,5.0,4.8,9.7,1.3,5.8,0,High,210.0,51.9
35,31504.0,Master,Suburban,31.5,216.5,Sedan,6.3,353.5,7.1,14.9,1,0.31,6.2,8.8,7.6,2.3,5.9,8.0,0,High,164.2,51.0
67,74760.0,Bachelor,Suburban,21.8,121.3,Hatchback,6.5,162.4,5.4,13.8,0,0.23,5.9,3.5,8.5,4.4,3.0,8.5,0,High,113.3,26.1
69,22442.0,Bachelor,Suburban,19.7,131.8,SUV,3.0,119.7,5.8,9.8,1,0.12,5.4,7.0,5.2,8.9,3.2,6.4,0,Medium,80.6,10.0
67,19520.0,Bachelor,Suburban,42.2,335.4,Sedan,4.2,304.2,4.1,9.6,1,0.15,6.8,4.8,5.5,4.6,1.0,6.2,0,Medium,304.7,45.6
42,35880.0,Bachelor,Urban,34.0,269.4,Sedan,5.7,288.1,7.9,0.5,1,0.12,8.1,5.6,7.9,3.0,6.4,7.2,0,High,194.2,23.1
62,15170.0,Bachelor,Rural,46.1,312.3,Sedan,0.4,414.2,4.5,10.4,0,0.23,6.4,7.2,7.0,7.6,6.0,6.4,0,Medium,266.7,60.8
47,43261.0,Bachelor,Urban,52.2,405.3,Truck,3.7,461.2,8.8,0.5,0,0.15,7.4,6.4,9.8,6.0,3.7,7.2,0,High,338.7,51.4
30,65487.0,Bachelor,Suburban,31.7,217.9,SUV,3.8,275.7,1.0,10.1,0,0.09,7.9,5.2,8.9,3.7,5.6,8.0,1,High,154.9,14.0
67,62010.0,High School,Suburban,39.8,285.7,SUV,0.7,367.3,6.6,8.4,1,0.17,8.7,6.0,9.4,4.2,8.1,8.9,1,High,236.8,39.9
49,66605.0,High School,Urban,26.8,204.9,Hatchback,10.5,222.1,8.6,3.2,0,0.11,8.2,5.8,8.5,4.5,3.8,8.2,0,High,131.6,14.8
62,98981.0,Bachelor,Urban,28.3,193.9,Hatchback,9.9,216.9,9.2,11.9,1,0.26,9.4,2.4,10.0,4.1,9.1,10.0,0,High,194.6,51.0
24,39357.0,High School,Suburban,34.4,183.4,SUV,8.4,372.5,2.5,7.8,0,0.31,8.8,7.3,8.9,4.1,3.3,6.8,1,High,113.1,34.7
37,70068.0,Bachelor,Urban,42.7,336.5,Sedan,11.0,329.6,6.3,2.0,1,0.24,8.6,7.1,8.9,4.7,2.9,9.1,0,High,296.5,70.2
27,10321.0,High School,Urban,39.2,294.1,Sedan,13.7,285.0,7.7,0.5,1,0.13,6.1,6.3,3.1,7.6,6.9,5.1,0,Medium,249.7,32.4
53,53892.0,High School,Suburban,64.9,355.3,Hatchback,6.3,584.7,3.8,9.8,1,0.33,6.4,4.1,5.9,7.7,6.6,6.5,0,Low,226.6,74.1
28,24020.0,Bachelor,Urban,35.1,219.3,SUV,3.5,292.1,8.8,4.2,1,0.18,7.6,2.6,4.9,5.1,5.5,5.5,0,High,195.7,34.3
23,15370.0,Bachelor,Suburban,26.8,196.1,Truck,2.4,286.7,2.8,8.6,1,0.31,2.5,5.2,2.1,6.6,3.8,2.3,0,Low,166.9,51.3
63,43500.0,Master,Urban,56.0,319.8,Sedan,2.8,487.9,6.8,2.6,1,0.3,9.0,6.8,5.9,4.8,6.1,7.0,0,High,306.1,92.7
25,57595.0,High School,Suburban,50.9,283.7,Hatchback,2.6,368.4,2.7,11.4,1,0.09,8.3,5.8,9.1,2.1,5.5,,0,High,197.0,18.1
31,82776.0,Bachelor,Urban,51.1,358.6,SUV,7.5,473.0,10.0,0.5,1,0.32,8.0,9.0,7.0,2.8,1.9,8.8,0,High,264.8,85.0
26,84482.0,High School,Suburban,34.2,220.5,Hatchback,8.5,178.2,5.6,9.8,1,0.09,8.0,5.3,9.3,2.5,6.9,8.0,1,High,215.9,19.8
25,21191.0,High School,Suburban,38.6,197.0,Hatchback,7.8,318.0,6.0,4.0,0,0.32,2.1,4.0,5.6,8.2,7.6,4.1,0,Low,122.2,39.6
62,25123.0,Master,Urban,39.1,267.5,Sedan,4.1,344.9,8.2,2.0,1,0.25,4.1,6.9,5.5,10.0,3.7,5.6,0,Medium,205.9,52.1
39,30193.0,High School,Urban,43.4,240.5,SUV,0.0,332.0,3.6,4.0,0,0.14,9.5,9.5,9.1,3.9,4.2,10.0,0,High,165.6,22.6
56,24961.0,Bachelor,Suburban,5.0,26.1,SUV,7.4,-99.7,5.2,8.6,0,0.17,3.5,9.3,6.1,6.7,5.1,5.9,0,Medium,20.3,3.5
67,37001.0,Bachelor,Urban,47.7,256.1,SUV,2.3,430.0,8.3,2.4,0,0.14,7.7,7.1,9.3,5.2,6.9,10.0,0,High,225.7,31.6
28,31746.0,Bachelor,Rural,32.4,201.8,SUV,15.5,287.2,3.4,7.0,1,0.31,9.3,4.8,7.3,4.4,6.8,8.2,0,High,142.3,44.5
60,28780.0,Bachelor,Urban,25.4,200.4,SUV,4.7,189.1,6.0,5.2,0,0.16,4.8,4.7,5.3,7.5,7.9,5.6,1,Low,173.1,28.2
41,12385.0,Bachelor,Urban,6.3,41.0,Sedan,4.6,83.0,5.9,0.5,0,0.24,3.2,5.7,5.7,6.6,7.2,5.0,1,Medium,40.0,9.5
59,96790.0,Bachelor,Urban,36.3,222.7,Sedan,10.0,343.1,6.2,0.5,1,0.25,9.2,5.6,8.6,6.0,5.2,9.4,0,High,208.9,52.6
22,88770.0,High School,Urban,32.0,208.8,Sedan,6.6,275.4,9.7,0.5,1,0.29,6.2,5.0,9.3,2.3,4.6,8.1,0,High,133.2,38.8
58,27729.0,High School,Rural,25.2,182.8,Hatchback,10.5,183.2,1.0,6.7,1,0.17,3.4,6.8,6.0,5.6,5.9,2.7,0,Low,175.3,30.4
54,49774.0,Bachelor,Rural,47.3,276.6,Sedan,3.9,375.6,2.6,7.0,1,0.08,6.9,1.0,9.8,3.6,5.2,7.8,0,High,209.6,17.5
27,25315.0,Bachelor,Urban,44.0,278.7,SUV,8.3,350.9,7.1,0.5,1,0.3,3.4,1.6,3.6,7.2,2.5,3.2,0,Low,235.5,70.1
31,19736.0,Bachelor,Suburban,44.5,275.4,Hatchback,8.4,357.7,6.0,12.3,0,0.18,4.4,3.7,2.1,8.3,5.4,3.1,0,Low,268.9,48.0
56,77332.0,Master,Urban,32.2,256.0,SUV,11.0,253.3,2.7,1.1,1,0.29,9.2,8.5,7.4,3.2,5.7,8.3,0,High,188.0,53.6
26,24458.0,Master,Rural,33.1,235.1,Sedan,5.4,277.2,4.2,9.2,1,0.2,3.3,6.8,6.4,9.2,4.2,5.5,0,Medium,142.4,28.0
37,25193.0,Bachelor,Rural,47.3,313.7,Sedan,7.6,431.6,3.6,25.1,1,0.26,5.6,7.8,3.1,8.1,3.3,3.9,0,Low,229.9,59.6
42,76106.0,Master,Urban,15.7,93.2,Sedan,2.8,177.1,8.3,6.4,0,0.11,7.7,9.2,8.5,4.1,6.6,6.9,0,High,65.7,7.1
42,57362.0,High School,Urban,5.0,35.4,Truck,5.0,57.5,6.8,4.5,1,0.34,8.7,5.0,9.6,4.9,1.7,9.1,1,High,24.3,8.1
30,23149.0,High School,Suburban,18.3,146.1,Sedan,7.2,103.6,3.0,11.5,1,0.14,4.0,1.5,3.9,7.3,3.7,,0,Low,109.7,15.2
37,31725.0,Bachelor,Suburban,42.1,245.3,SUV,3.1,299.5,4.7,8.7,0,0.09,4.7,4.8,4.0,7.1,2.3,2.7,0,Low,244.0,22.1
41,31215.0,High School,Suburban,25.2,179.1,Truck,7.1,181.7,6.8,11.3,0,0.32,7.8,5.5,3.8,6.0,1.0,5.9,0,High,167.8,53.5
23,45134.0,Bachelor,Urban,34.4,227.8,SUV,6.8,249.1,7.2,10.9,0,0.22,9.6,4.5,7.4,2.1,4.1,8.3,0,High,211.9,47.5
22,9027.0,Master,Urban,36.5,185.1,Truck,4.6,297.2,6.9,11.9,1,0.11,4.0,5.3,6.6,8.0,8.1,5.7,1,Low,137.4,15.0
22,62051.0,Master,Urban,61.9,390.9,Hatchback,2.8,519.3,9.2,1.0,0,0.28,6.9,5.2,9.3,5.1,8.3,9.0,0,High,291.7,81.5
49,43925.0,Bachelor,Urban,32.8,196.3,Sedan,5.3,284.1,4.8,6.4,0,0.31,4.8,2.7,5.7,6.4,8.5,,0,Low,196.7,61.8
36,7719.0,Master,Suburban,45.7,269.1,Hatchback,4.5,393.4,7.4,5.0,0,0.25,4.7,4.0,4.3,5.8,3.7,3.2,0,Low,230.4,56.7
38,36218.0,Master,Rural,41.1,301.3,SUV,3.8,307.9,4.7,8.5,1,0.28,3.4,8.0,5.6,8.6,5.2,4.6,0,Low,214.7,59.7
53,45092.0,Master,Suburban,28.5,189.4,Truck,8.3,222.8,4.5,12.0,0,0.29,4.7,5.9,4.8,8.4,6.5,4.4,0,Low,171.3,50.1
59,15319.0,High School,Urban,22.7,178.1,SUV,0.0,245.6,10.0,5.7,1,0.17,6.6,6.7,5.3,9.3,7.1,6.4,1,Medium,140.8,23.9
50,16080.0,High School,Suburban,29.5,167.8,Sedan,6.8,238.0,8.1,10.5,0,0.33,5.7,5.4,4.6,9.1,6.3,4.7,1,Medium,138.3,45.5
47,19168.0,Bachelor,Urban,27.1,168.8,Sedan,6.8,174.1,9.3,3.2,0,0.27,4.9,6.4,4.3,5.7,6.5,4.8,0,Medium,106.5,28.3
61,28111.0,Bachelor,Urban,47.4,255.0,Hatchback,8.4,309.5,7.5,0.7,1,0.2,8.1,2.5,7.0,4.8,4.4,7.9,0,High,214.0,42.0
60,49162.0,Bachelor,Urban,5.0,25.3,Truck,8.4,69.6,8.9,0.5,1,0.08,8.8,8.9,5.6,2.7,10.0,8.6,0,High,18.7,1.6
54,27548.0,Master,Urban,41.5,252.0,Hatchback,2.8,451.3,10.0,0.5,0,0.15,7.1,6.5,4.8,5.2,6.7,7.5,0,Medium,245.3,37.3
37,21092.0,PhD,Urban,40.7,276.1,SUV,6.2,339.5,7.9,0.5,1,0.31,7.6,5.9,3.5,8.8,5.1,7.4,0,Medium,232.1,71.6
38,34255.0,Bachelor,Urban,23.2,140.2,SUV,6.8,147.8,8.0,14.2,0,0.09,4.6,5.7,5.8,6.4,7.4,4.8,0,Low,130.9,12.3
43,16142.0,High School,Urban,20.5,140.5,Sedan,4.0,159.1,7.1,0.5,0,0.12,7.2,2.8,5.2,4.0,8.2,4.6,0,Medium,139.6,17.2
39,34941.0,,Urban,38.0,288.8,Truck,3.9,312.5,6.0,7.1,1,0.16,6.9,3.1,5.9,7.4,3.3,5.8,1,Medium,184.0,29.7
32,75800.0,Bachelor,Suburban,28.3,169.1,SUV,4.5,249.4,8.8,18.5,1,0.29,9.7,3.2,9.4,2.2,3.7,10.0,1,High,153.0,44.8
27,30503.0,Bachelor,Rural,37.0,274.5,Sedan,5.3,377.4,10.0,15.5,1,0.18,2.6,4.9,3.0,8.6,6.0,4.1,1,Low,266.3,47.3
42,18229.0,Bachelor,Urban,27.2,161.2,SUV,2.6,237.6,6.2,6.8,1,0.23,9.2,4.4,6.5,4.8,5.6,7.6,0,High,146.5,34.1
29,42856.0,Bachelor,Urban,36.4,260.6,Hatchback,0.0,318.5,10.0,4.9,1,0.26,8.4,3.6,6.5,3.6,6.2,5.3,0,High,212.7,54.4
32,90671.0,Bachelor,Rural,24.8,168.6,Hatchback,2.6,160.1,4.7,8.9,1,0.26,9.1,9.5,9.8,4.3,5.8,10.0,0,High,145.1,37.6
40,19851.0,Master,Urban,60.6,310.6,Sedan,6.7,527.6,5.6,0.5,0,0.13,9.2,7.1,6.4,2.5,5.0,9.1,0,High,261.7,34.4
47,34055.0,Master,Urban,44.4,234.7,SUV,4.3,313.7,7.3,0.5,1,0.11,9.7,5.6,7.1,4.0,8.3,9.3,0,High,173.4,18.5
52,70664.0,Master,Urban,18.2,99.1,Hatchback,7.5,156.5,6.8,5.9,1,0.27,7.7,4.8,10.0,4.2,6.5,10.0,0,High,92.0,24.7
33,40860.0,Bachelor,Urban,57.8,331.5,Hatchback,6.4,463.6,5.6,0.5,1,0.2,5.8,4.1,8.2,2.8,5.8,6.0,0,High,227.0,45.9
66,51492.0,Master,Urban,25.2,147.2,Hatchback,5.6,208.6,10.0,0.5,1,0.12,7.8,1.8,9.8,3.0,5.4,7.9,0,High,129.2,15.3
34,21724.0,High School,Suburban,28.7,203.6,SUV,8.3,172.1,5.7,5.6,1,0.17,4.0,3.9,6.2,6.8,5.0,6.0,0,Medium,171.7,29.7
45,39583.0,Bachelor,Urban,41.3,241.8,Hatchback,8.3,334.7,5.7,1.4,0,0.35,8.0,5.5,9.5,4.2,3.5,8.3,0,High,201.9,70.2
59,79513.0,Master,Urban,58.3,330.8,SUV,2.8,463.6,7.8,6.8,1,0.19,6.9,9.3,8.5,2.0,6.0,7.1,0,High,235.8,43.7
47,80864.0,Bachelor,Urban,34.6,185.2,Sedan,3.4,306.0,5.2,6.5,1,0.17,9.5,3.2,7.8,6.0,5.3,9.6,0,High,146.7,25.5
47,13180.0,Bachelor,Suburban,27.3,164.6,SUV,4.9,194.0,4.6,7.3,1,0.27,4.9,4.4,4.7,8.4,10.0,4.5,0,Low,143.6,38.6
27,21806.0,Master,Rural,38.4,296.1,SUV,5.2,342.0,2.5,17.8,0,0.29,5.6,7.8,9.0,5.9,6.7,5.6,0,Medium,203.9,58.3
35,41267.0,Bachelor,Suburban,43.7,346.9,SUV,5.4,347.8,4.0,7.3,1,0.09,9.4,3.9,6.8,2.0,1.0,8.2,0,High,298.6,27.4
39,16703.0,Bachelor,Urban,36.2,238.9,Hatchback,0.0,348.5,6.9,4.0,1,0.12,8.5,4.9,8.2,3.5,5.4,8.5,0,High,227.6,26.5
21,26486.0,Bachelor,Urban,10.8,59.4,SUV,6.5,57.9,7.9,0.5,1,0.1,7.1,5.3,5.1,5.6,2.1,7.3,0,High,58.4,5.9
57,19121.0,Bachelor,Rural,22.8,178.1,SUV,7.0,190.7,2.0,0.5,1,0.3,3.5,6.9,5.1,8.2,3.5,5.6,0,Medium,182.7,54.8
55,52021.0,Master,Suburban,25.9,180.0,Sedan,1.0,263.2,5.6,11.3,0,0.26,4.1,7.7,5.0,5.9,4.7,3.6,0,Medium,119.1,30.7
60,78794.0,Master,Urban,12.9,65.9,Sedan,6.8,143.0,4.7,3.3,1,0.17,8.6,5.7,6.7,2.4,7.4,8.8,0,High,42.0,7.1
50,73221.0,PhD,Urban,47.2,320.4,SUV,11.7,461.7,4.7,2.8,1,0.12,8.4,6.4,9.8,5.1,7.2,7.4,0,High,302.4,36.2
38,68495.0,Bachelor,Rural,21.1,168.2,Truck,5.9,139.1,3.2,8.5,0,0.22,5.4,4.4,8.2,3.6,3.4,5.6,0,Medium,117.6,26.5
44,41257.0,High School,Suburban,14.3,83.8,SUV,5.2,137.1,6.4,15.3,0,0.28,4.2,6.1,3.9,5.5,3.6,4.4,0,Low,79.5,22.1
21,29373.0,Bachelor,Suburban,23.7,160.4,SUV,5.8,185.5,6.7,10.5,0,0.12,3.1,2.2,4.2,6.3,5.9,4.4,0,Low,136.0,16.0
34,29904.0,Bachelor,Urban,69.9,487.0,Hatchback,8.3,586.0,9.0,9.0,1,0.16,2.1,8.2,2.5,9.4,8.5,1.2,0,Low,326.0,53.5
64,45836.0,Bachelor,Rural,43.4,335.6,SUV,8.3,326.9,5.1,6.6,0,0.09,3.9,7.7,2.2,7.9,3.8,2.5,0,Low,311.9,28.1
32,39351.0,Bachelor,Suburban,28.8,160.8,SUV,8.0,249.0,5.0,16.4,0,0.24,9.0,5.5,8.7,3.2,5.0,9.9,1,High,146.0,34.9
50,13119.0,Bachelor,Rural,5.0,38.6,Hatchback,6.1,24.9,7.2,9.5,0,0.23,7.3,5.9,5.1,5.4,2.2,6.3,0,Medium,29.7,6.8
45,48015.0,Bachelor,Urban,38.1,195.3,Truck,8.6,298.0,6.5,6.1,0,0.17,9.7,5.8,7.2,3.6,2.4,8.5,0,High,149.0,25.0
35,18365.0,Master,Rural,36.8,225.1,SUV,5.0,390.4,5.8,9.0,1,0.29,6.3,10.0,4.2,6.6,2.7,4.3,0,Medium,187.0,53.7
59,39034.0,Bachelor,Rural,36.9,242.3,SUV,8.8,335.5,7.0,11.6,0,0.18,8.8,8.3,6.6,3.2,3.9,6.4,1,High,177.0,32.6
27,85113.0,Bachelor,Urban,54.9,282.6,SUV,8.2,410.5,10.0,7.2,0,0.2,6.2,4.7,9.8,5.1,7.9,9.9,0,High,275.3,55.4
41,104137.0,Bachelor,Urban,24.0,121.4,SUV,7.3,210.8,8.2,0.5,0,0.13,9.9,5.7,8.1,5.0,5.6,10.0,0,High,99.6,13.4
26,21100.0,High School,Rural,40.1,312.1,Truck,14.2,369.8,2.9,5.0,1,0.12,9.9,6.1,7.1,3.3,5.2,8.4,0,High,198.4,24.5
69,43243.0,Bachelor,Urban,14.9,94.3,SUV,3.2,146.3,8.1,3.1,1,0.25,9.0,5.9,9.2,3.9,5.6,10.0,0,High,63.9,15.8
41,58723.0,High School,Suburban,60.4,456.8,SUV,8.6,555.1,4.0,16.1,0,0.19,7.3,5.8,7.4,5.8,4.8,6.5,0,Medium,393.7,74.5
21,22808.0,PhD,Urban,44.1,318.8,SUV,8.7,344.8,3.3,5.0,1,0.17,5.3,5.7,5.6,4.0,2.3,3.7,0,Medium,209.5,35.6
27,29796.0,Bachelor,Suburban,15.6,97.7,Hatchback,3.6,70.7,4.9,10.4,0,0.12,3.6,8.8,2.0,6.9,1.0,2.5,0,Low,92.0,11.5
64,39725.0,Bachelor,Urban,16.1,96.2,Hatchback,13.9,97.8,6.0,2.0,0,0.27,4.8,5.0,5.4,9.8,2.3,5.2,0,Medium,61.3,16.6
23,41024.0,Bachelor,Urban,25.6,149.8,SUV,12.3,195.4,7.0,1.2,1,0.25,3.7,7.8,2.5,8.1,7.3,3.7,0,Low,118.7,30.0
48,86612.0,High School,Suburban,33.8,259.4,SUV,5.7,356.0,5.1,5.7,0,0.26,6.7,9.8,7.4,3.3,3.9,8.7,1,High,252.2,65.7
59,35199.0,Bachelor,Urban,11.9,75.5,Sedan,7.7,155.2,8.7,0.5,0,0.13,6.5,7.1,6.2,4.8,5.1,8.6,0,High,50.8,6.8
34,50365.0,Bachelor,Suburban,30.6,153.6,Hatchback,5.8,311.3,3.5,5.3,1,0.12,9.0,3.9,6.7,2.3,5.7,8.5,1,High,118.8,14.6
41,29533.0,,Urban,34.0,171.9,Sedan,6.8,269.6,9.3,0.5,1,0.33,5.8,7.0,4.3,8.6,1.9,7.0,0,High,127.5,42.5
57,60884.0,PhD,Urban,32.9,261.6,SUV,4.4,246.8,10.0,0.5,1,0.14,10.0,1.8,9.1,5.2,3.6,10.0,1,High,175.3,24.3
47,24851.0,High School,Suburban,33.2,200.2,Sedan,6.5,295.1,5.4,10.0,1,0.32,4.4,4.0,3.3,8.0,6.7,4.5,1,Low,201.5,64.0
22,33481.0,High School,Suburban,36.9,223.5,SUV,7.9,293.4,2.6,9.3,1,0.28,9.6,9.6,7.1,4.8,4.8,7.2,1,High,208.8,59.1
50,61222.0,High School,Urban,58.8,321.0,Sedan,6.1,499.7,10.0,10.3,1,0.28,4.1,5.1,5.2,6.0,4.2,3.2,1,Medium,250.0,70.0
31,38456.0,Master,Urban,60.9,358.2,Truck,7.9,511.7,8.5,0.9,0,0.08,8.8,5.2,9.6,4.8,3.7,8.9,0,High,317.4,25.7
60,56458.0,Bachelor,Urban,47.5,241.3,Sedan,2.9,437.5,6.3,2.5,1,0.19,7.8,6.6,7.3,4.1,2.5,9.1,1,High,179.7,34.2
57,25855.0,High School,Urban,61.4,335.6,Hatchback,9.9,488.6,6.6,0.8,1,0.08,6.0,5.9,6.6,4.6,6.3,6.4,0,High,322.1,26.9
21,27216.0,Bachelor,Suburban,54.6,305.3,Sedan,3.9,463.1,5.0,11.5,1,0.32,5.1,3.1,5.4,8.8,4.4,5.0,0,Low,198.8,63.8
34,78780.0,High School,Suburban,26.0,158.6,Sedan,8.8,160.2,3.3,11.4,1,0.13,5.5,3.5,9.6,5.8,7.3,,0,Medium,149.8,19.4
22,25822.0,High School,Suburban,38.7,263.8,Sedan,0.0,319.4,3.0,9.9,1,0.23,7.2,3.4,7.5,4.7,5.3,7.7,0,Medium,238.8,55.4
23,42237.0,Bachelor,Urban,58.0,341.6,SUV,9.1,543.4,8.2,7.8,1,0.23,9.8,7.0,5.3,3.3,3.1,8.4,0,High,263.5,61.4
34,43926.0,Master,Urban,48.2,248.5,Sedan,5.8,373.1,9.3,0.5,1,0.19,9.7,5.1,9.0,3.3,5.8,8.9,0,High,204.1,38.7
42,20649.0,Bachelor,Rural,29.0,150.0,Truck,6.3,223.0,10.0,6.9,1,0.28,9.8,7.5,6.7,4.8,6.9,7.5,0,High,93.7,26.3
42,131365.0,Bachelor,Urban,46.4,317.8,SUV,12.1,408.9,5.2,2.7,1,0.22,8.8,5.9,7.3,4.6,2.3,7.7,1,High,197.7,43.5
67,81603.0,Bachelor,Suburban,32.2,251.1,Sedan,2.4,257.0,5.7,8.0,1,0.27,8.5,7.0,9.1,4.2,3.7,9.7,1,High,217.6,59.5
31,30577.0,Master,Urban,35.0,217.1,Truck,8.0,213.2,9.2,0.5,1,0.27,8.2,2.3,7.2,5.9,6.2,9.2,0,High,172.1,45.6
40,78730.0,Bachelor,Suburban,35.1,273.7,Hatchback,2.6,317.3,6.6,5.6,1,0.2,5.3,7.9,8.5,4.0,3.9,7.3,1,High,275.8,54.8
30,27157.0,High School,Urban,37.1,189.3,SUV,6.1,290.4,8.6,1.6,1,0.3,7.5,7.2,9.8,5.1,4.9,7.4,0,High,173.4,52.3
32,66698.0,High School,Suburban,33.0,227.8,Hatchback,11.2,290.2,5.3,4.9,0,0.26,6.9,5.8,9.5,5.6,2.8,6.2,0,Medium,150.7,39.8
64,15910.0,Bachelor,Suburban,9.0,60.8,SUV,2.8,106.2,5.4,7.1,0,0.22,3.7,5.6,2.5,6.8,4.9,4.1,1,Low,55.6,12.1
67,24234.0,High School,Suburban,34.0,265.2,Sedan,7.4,299.0,3.4,9.7,0,0.34,6.6,6.6,6.6,7.9,7.1,7.2,1,Low,225.7,76.6
44,33279.0,High School,Rural,48.0,284.7,Sedan,8.6,431.2,3.2,14.9,1,0.24,7.3,3.2,9.4,3.3,2.5,7.1,0,High,172.0,41.4
